respondent_id,persona_label,Q1_age,Q2_gender,Q3_state,Q4_location,Q5_income,Q6_edu_level,Q7_stream,Q8_board,Q9_academic_perf,Q10_career_clarity,Q11_challenges,Q12_past_guidance,Q13_guidance_satisfaction,Q14_decision_urgency,Q15_subject_interests,Q16_career_domain,Q17_learning_style,Q18_top_skills,Q19_influencers,Q20_who_pays,Q21_career_factors,Q22_past_spending,Q23_info_sources,Q24_missing_gap,Q25_psych_fear_wrong_choice,Q25_psych_prefer_independent,Q25_psych_financial_over_passion,Q25_psych_risk_tolerance,Q25_psych_long_term_thinking,Q26_feature_prefs,Q27_tradeoff_wtp,Q28_monthly_wtp,Q29_onetime_wtp,Q30_primary_source,Q31_platform_adoption,wtp_monthly_numeric,urgency_score,income_numeric,clarity_score,psycho_composite
R1083,Pragmatic Follower,18-20,Female,Andhra Pradesh,Tier-3 city,Rs2-5L,Class 10,Commerce with Maths,ICSE / ISC,70-80%,Somewhat confused,Family pressure,School counsellor (free),3 - Neutral,6-12 months,Literature Languages|Mathematics Statistics|Medicine Healthcare,Business Finance Entrepreneurship|Defence and Public Service|Medicine and Healthcare,Gamified learning,Leadership teamwork,Parents / guardians,Not sure,Help society|Personal passion,Nothing - never paid,Parents / family,Open text response,4,3,4,1,4,College and exam recommender|Scholarship finder,Would not spend Rs499,Rs100-299/mo,Yes up to Rs199,Family / relatives,Neutral,200,3,350000.0,4,3.2
R1084,Curious Explorer,15-17,Female,Uttar Pradesh,Tier-2 city,Above Rs20L,Class 10,Science PCM,CBSE,80-90%,Somewhat confused,Dont know exams needed|Unaware of emerging careers,Never received guidance,4 - Satisfied,6-12 months,Mathematics Statistics|Medicine Healthcare|Technology Computers AI,Creative Arts Media Design|Emerging fields|Medicine and Healthcare,Live classes|Reading articles/books,Mathematical ability|Research writing,No one - still figuring out|Online influencers / social media,Parents decide and pay,Location flexibility|Social status / prestige|Work-life balance,Coaching classes (JEE NEET etc),Coaching institutes,Open text response,4,4,3,4,4,Salary and job demand dashboard,Would not spend Rs499,Rs100-299/mo,Yes up to Rs499,Social media,Definitely would use,200,3,2500000.0,4,3.8
R1085,Pragmatic Follower,18-20,Male,Karnataka,Tier-2 city,Rs5-10L,UG 1st year,Commerce without Maths,IB,80-90%,Very confused,Too many options,Family/friends only,4 - Satisfied,6-12 months,Business Finance Economics|Law Social Sciences|Literature Languages,Law and Civil Services|Technology and Engineering,Live classes,Analytical logical thinking|Empathy interpersonal skills|Leadership teamwork,Online influencers / social media|Teachers / counsellors,Joint decision,Job security and stability|Location flexibility|Personal passion,Nothing - never paid,Google / web search|Parents / family|YouTube,Open text response,3,2,3,2,3,1-on-1 mentorship|AI chatbot 24/7|Personalised roadmap,3mo platform access,Rs500-999/mo,No - would not pay,Family / relatives,Unlikely to use,750,3,750000.0,5,2.6
R1086,Focused Climber,21-23,Female,Uttar Pradesh,Tier-2 city,,UG 2nd year+,Arts / Humanities,ICSE / ISC,80-90%,Completely clear,Dont know exams needed|Unaware of emerging careers,Online platform,NA,3-6 months,Design Art Media,Creative Arts Media Design|Emerging fields,Gamified learning|Reading articles/books,Creative thinking design|Research writing,Myself - independent,I decide and pay myself,Job security and stability,Coaching classes (JEE NEET etc)|Study materials / books,I dont search - feel lost|Social media|YouTube,Open text response,4,3,4,4,5,Peer community forums|Scholarship finder,Exam study plan,Rs500-999/mo,Yes up to Rs999,Google / web search,Likely would use,750,2,,1,4.0
R1087,Curious Explorer,18-20,Female,Telangana,Tier-2 city,Rs10-20L,Class 9 or below,Vocational / Diploma,ICSE / ISC,Above 90%,Very confused,Financial constraints,Online platform,3 - Neutral,More than 2 years,Business Finance Economics,Education and Research|Medicine and Healthcare|Sports Fitness Wellness,Gamified learning|Live classes,Empathy interpersonal skills|Mathematical ability,Online influencers / social media|Teachers / counsellors,I decide and pay myself,Location flexibility|Social status / prestige,Online courses / certifications|Private career counsellor session,Career apps / websites|YouTube,Open text response,3,5,3,4,2,College and exam recommender|Peer community forums,1-on-1 professional session,Rs300-499/mo,No - would not pay,YouTube,Definitely would use,400,5,1500000.0,5,3.4
R1088,Curious Explorer,15-17,Female,Maharashtra,Tier-2 city,Rs5-10L,Class 10,Commerce without Maths,State Board,80-90%,Somewhat confused,Unaware of emerging careers,Online platform,1 - Very dissatisfied,Within 3 months,Agriculture Environment,Education and Research|Technology and Engineering,Live classes|Watching videos,Not sure yet|Research writing|Technical coding skills,Friends / peers|Teachers / counsellors,I decide - parents pay,Location flexibility|Social status / prestige,Online courses / certifications,Teachers / school,Open text response,2,4,3,4,3,Psychometric tests|Salary and job demand dashboard|Scholarship finder,Detailed career report,Rs100-299/mo,Yes up to Rs199,YouTube,Neutral,200,1,750000.0,4,3.2
R1089,Anxious Achiever,18-20,Male,Uttar Pradesh,Tier-3 city,Below Rs2L,Class 12,Science PCM,State Board,80-90%,Mostly clear,Fear of wrong choice|Too many options,Never received guidance,4 - Satisfied,6-12 months,Mathematics Statistics|Science Physics Chemistry Biology|Technology Computers AI,Business Finance Entrepreneurship|Technology and Engineering,Gamified learning,Empathy interpersonal skills,Friends / peers,I decide - parents pay,High earning potential|Work-life balance,Nothing - never paid,Google / web search,Open text response,4,4,4,2,4,College and exam recommender|Psychometric tests,3mo platform access,Up to Rs99/mo,Yes up to Rs199,YouTube,Likely would use,70,3,100000.0,2,3.6
R1090,Anxious Achiever,18-20,Female,Punjab,Metro city,Rs10-20L,UG 2nd year+,Commerce without Maths,State Board,Above 90%,Very confused,Financial constraints,Family/friends only,2 - Dissatisfied,Within 3 months,Business Finance Economics|Law Social Sciences,Business Finance Entrepreneurship|Creative Arts Media Design|Social Work Development,Gamified learning|Live classes,Analytical logical thinking|Empathy interpersonal skills,Extended family,I decide - parents pay,Help society|High earning potential|Work-life balance,Coaching classes (JEE NEET etc)|Test prep apps / subscriptions,I dont search - feel lost|Social media,Open text response,4,2,3,3,4,Peer community forums|Psychometric tests|Salary and job demand dashboard,Exam study plan,Rs500-999/mo,Yes up to Rs999,YouTube,Definitely would use,750,1,1500000.0,5,3.2
R1091,Confused Drifter,15-17,Female,Chhattisgarh,Tier-2 city,Rs2-5L,Class 12,Commerce without Maths,State Board,Above 90%,Very confused,Dont know exams needed|Unaware of emerging careers,Family/friends only,3 - Neutral,More than 2 years,Business Finance Economics|Government Policy|Medicine Healthcare,Business Finance Entrepreneurship|Education and Research|Sports Fitness Wellness,Hands-on projects|Peer discussions,Research writing,Parents / guardians|Teachers / counsellors,I decide and pay myself,Location flexibility|Work-life balance,Coaching classes (JEE NEET etc),Google / web search|Parents / family,Open text response,5,2,3,2,2,1-on-1 mentorship,Would not spend Rs499,Nothing - free only,No - would not pay,YouTube,Neutral,0,5,350000.0,5,2.8
R1092,Focused Climber,18-20,Male,Gujarat,Tier-2 city,Rs10-20L,UG 1st year,Not decided,CBSE,80-90%,Completely clear,Dont know exams needed|No access to mentors,Private counsellor (paid),2 - Dissatisfied,More than 2 years,Agriculture Environment|Law Social Sciences,Business Finance Entrepreneurship|Sports Fitness Wellness|Technology and Engineering,Peer discussions|Reading articles/books,Analytical logical thinking,Extended family|Teachers / counsellors,I decide and pay myself,Help society|Work-life balance,Coaching classes (JEE NEET etc),Coaching institutes|Google / web search|YouTube,Open text response,2,4,3,4,5,Peer community forums|Personalised roadmap|Scholarship finder,Would not spend Rs499,Rs100-299/mo,Yes up to Rs999,Google / web search,Likely would use,200,5,1500000.0,1,3.6
R1093,Confused Drifter,18-20,Male,West Bengal,Tier-2 city,Rs2-5L,Class 10,Science PCB,ICSE / ISC,70-80%,Very confused,No access to mentors|Too many options,Family/friends only,1 - Very dissatisfied,3-6 months,Business Finance Economics|Government Policy|Science Physics Chemistry Biology,Education and Research|Medicine and Healthcare,Gamified learning|Reading articles/books,Analytical logical thinking,Online influencers / social media,I decide - parents pay,High earning potential|Scope for growth,Nothing - never paid,Coaching institutes|Parents / family,Open text response,5,3,4,1,3,College and exam recommender|Psychometric tests,Detailed career report,Up to Rs99/mo,No - would not pay,Online career platform,Likely would use,70,2,350000.0,5,3.2
R1094,Confused Drifter,18-20,Female,Bihar,Tier-2 city,Rs2-5L,Class 11,Science PCM,State Board,Above 90%,Very confused,Dont know my strengths|No access to mentors,Family/friends only,2 - Dissatisfied,3-6 months,Mathematics Statistics,Law and Civil Services|Technology and Engineering,Peer discussions,Communication public speaking|Mathematical ability,Extended family|No one - still figuring out,Joint decision,Job security and stability|Personal passion,Online courses / certifications,Teachers / school,Open text response,4,2,3,1,2,Psychometric tests,Would not spend Rs499,Nothing - free only,No - would not pay,YouTube,Definitely would use,0,2,350000.0,5,2.4
R1095,Focused Climber,24 or above,Male,Tamil Nadu,Metro city,Rs2-5L,Class 11,Commerce with Maths,State Board,70-80%,Completely clear,Dont know exams needed|Family pressure,Online platform,5 - Very satisfied,3-6 months,Business Finance Economics|Government Policy|Literature Languages,Medicine and Healthcare|Social Work Development,Reading articles/books,Analytical logical thinking|Leadership teamwork,Extended family|Parents / guardians,I decide - parents pay,Job security and stability|Location flexibility|Social status / prestige,Study materials / books,Career apps / websites|Coaching institutes|Google / web search,Open text response,3,5,4,4,4,Personalised roadmap|Psychometric tests|Scholarship finder,3mo platform access,Rs100-299/mo,Yes up to Rs199,Online career platform,Definitely would use,200,2,350000.0,1,4.0
R1096,Anxious Achiever,24 or above,Female,West Bengal,Metro city,Rs2-5L,Class 11,Science PCM,State Board,80-90%,Very confused,Dont know exams needed|Dont know my strengths,Never received guidance,2 - Dissatisfied,6-12 months,Government Policy|Mathematics Statistics|Science Physics Chemistry Biology,Business Finance Entrepreneurship|Medicine and Healthcare|Technology and Engineering,Gamified learning,Communication public speaking|Technical coding skills,Parents / guardians|Teachers / counsellors,I decide - parents pay,Help society|High earning potential|Personal passion,Online courses / certifications|Test prep apps / subscriptions,Coaching institutes,Open text response,5,2,3,3,4,AI chatbot 24/7|Peer community forums,1-on-1 professional session,Up to Rs99/mo,Yes up to Rs199,Coaching institute,Likely would use,70,3,350000.0,5,3.4
R1097,Confused Drifter,15-17,Male,Rajasthan,Tier-2 city,Below Rs2L,Class 12,Arts / Humanities,CBSE,70-80%,Very confused,Financial constraints|Too many options,Family/friends only,2 - Dissatisfied,1-2 years,Government Policy|Literature Languages,Law and Civil Services|Technology and Engineering,Live classes,Creative thinking design|Mathematical ability,Friends / peers|Parents / guardians,Joint decision,Help society,Study materials / books,Social media,Open text response,5,2,3,3,1,AI chatbot 24/7|Personalised roadmap,Detailed career report,Nothing - free only,Yes above Rs999,YouTube,Definitely would use,0,4,100000.0,5,2.8
R1098,Curious Explorer,18-20,Female,Delhi,Metro city,,Class 12,Not decided,CBSE,Above 90%,Just exploring,Dont know exams needed,School counsellor (free),2 - Dissatisfied,6-12 months,Business Finance Economics|Literature Languages,Education and Research|Law and Civil Services|Medicine and Healthcare,Hands-on projects,Research writing,Friends / peers|Online influencers / social media,Parents decide and pay,Help society|High earning potential|Job security and stability,Online courses / certifications,Career apps / websites|Teachers / school,Open text response,2,3,2,5,3,AI chatbot 24/7|Salary and job demand dashboard,Would not spend Rs499,Rs300-499/mo,No - would not pay,YouTube,Neutral,400,3,,3,3.0
R1099,Curious Explorer,Under 15,Female,Odisha,Tier-2 city,Below Rs2L,Class 11,Science PCB,ICSE / ISC,70-80%,Very confused,Too many options,Family/friends only,1 - Very dissatisfied,More than 2 years,Medicine Healthcare|Science Physics Chemistry Biology,Emerging fields|Technology and Engineering,Peer discussions|Reading articles/books,Creative thinking design|Leadership teamwork,Extended family|No one - still figuring out,I decide and pay myself,Help society|Personal passion,Online courses / certifications|Study materials / books,Social media,Open text response,2,5,2,5,3,1-on-1 mentorship|College and exam recommender,Detailed career report,Rs100-299/mo,Yes up to Rs499,School teacher/counsellor,Definitely would NOT use,200,5,100000.0,5,3.4
R1100,Confused Drifter,15-17,Male,Uttar Pradesh,Metro city,Rs2-5L,Class 10,Not decided,CBSE,Above 90%,Somewhat confused,Dont know my strengths|Unaware of emerging careers,Family/friends only,3 - Neutral,More than 2 years,Government Policy|Literature Languages|Medicine Healthcare,Education and Research|Sports Fitness Wellness,Hands-on projects|Peer discussions,Leadership teamwork|Not sure yet,Myself - independent|No one - still figuring out,I decide - parents pay,Help society|Location flexibility,Online courses / certifications,Career apps / websites,Open text response,4,2,1,2,3,College and exam recommender|Salary and job demand dashboard,3mo platform access,Rs100-299/mo,Yes up to Rs199,Family / relatives,Unlikely to use,200,5,350000.0,4,2.4
R1101,Confused Drifter,21-23,Female,Telangana,Tier-3 city,Rs2-5L,UG 2nd year+,Science PCM,CBSE,60-70%,Very confused,Dont know my strengths|Fear of wrong choice,Never received guidance,5 - Very satisfied,1-2 years,Agriculture Environment|Government Policy,Business Finance Entrepreneurship|Defence and Public Service|Technology and Engineering,Gamified learning|Peer discussions,Mathematical ability|Not sure yet,Myself - independent|No one - still figuring out,I decide - parents pay,Social status / prestige|Work-life balance,Coaching classes (JEE NEET etc)|Study materials / books,Coaching institutes|Parents / family|Social media,Open text response,4,3,3,3,2,Salary and job demand dashboard,3mo platform access,Nothing - free only,Yes up to Rs499,YouTube,Unlikely to use,0,4,350000.0,5,3.0
R1102,Anxious Achiever,15-17,Non-binary / Other,Haryana,Tier-3 city,,Class 12,Science PCB,State Board,70-80%,Mostly clear,Dont know exams needed|No access to mentors,Family/friends only,4 - Satisfied,6-12 months,Mathematics Statistics|Medicine Healthcare|Science Physics Chemistry Biology,Creative Arts Media Design|Medicine and Healthcare,Live classes|Peer discussions|Watching videos,Communication public speaking,Friends / peers,I decide - parents pay,High earning potential,Coaching classes (JEE NEET etc),Google / web search,Open text response,5,3,3,3,5,AI chatbot 24/7|Salary and job demand dashboard,Would not spend Rs499,Up to Rs99/mo,Yes above Rs999,School teacher/counsellor,Definitely would use,70,3,,2,3.8
